,Date,Close,Change,Change Percent,Volume,Shares,Net Foreign,Low,High,Open,Trades
124,2024-05-30,4.62,-0.08,-1.70%,₱362.64K,78.00K,₱-153.13K,4.62,4.7,4.7,42
125,2024-05-29,4.7,0.02,+0.43%,₱2.70M,576.00K,₱75.75K,4.66,4.72,4.7,115
126,2024-05-28,4.68,-0.27,-5.45%,₱4.13M,884.00K,₱-1.46M,4.66,4.8,4.79,289
127,2024-05-27,4.95,0.23,+4.87%,₱3.93M,800.00K,₱934.10K,4.72,4.99,4.72,159
128,2024-05-24,4.72,-0.02,-0.42%,₱4.55M,966.00K,₱-2.18M,4.69,4.75,4.74,149
129,2024-05-23,4.74,-0.01,-0.21%,₱10.23M,2.16M,₱-5.32M,4.72,4.76,4.75,160
130,2024-05-22,4.75,-0.12,-2.46%,₱6.26M,1.31M,₱-1.47M,4.75,4.85,4.85,134
131,2024-05-21,4.87,0.06,+1.25%,₱5.56M,1.15M,₱-1.47M,4.81,4.87,4.81,135
132,2024-05-20,4.81,0.01,+0.21%,₱4.78M,997.00K,₱-3.38M,4.77,4.81,4.8,100
133,2024-05-17,4.8,0.01,+0.21%,₱4.32M,901.00K,₱-3.73M,4.77,4.8,4.79,105
134,2024-05-16,4.79,0.04,+0.84%,₱5.03M,1.05M,₱-2.72M,4.75,4.8,4.78,148
135,2024-05-15,4.75,0.02,+0.42%,₱7.03M,1.47M,₱-3.31M,4.75,4.82,4.75,203
136,2024-05-14,4.73,-0.01,-0.21%,₱5.35M,1.13M,₱-5.04M,4.71,4.75,4.75,80
137,2024-05-13,4.74,0.01,+0.21%,₱6.55M,1.38M,₱-2.15M,4.73,4.75,4.74,128
138,2024-05-10,4.73,0.03,+0.64%,₱4.78M,1.01M,₱-309.76K,4.71,4.73,4.71,181
139,2024-05-09,4.7,0.02,+0.43%,₱1.64M,352.00K,₱-1.08M,4.6,4.7,4.7,56
140,2024-05-08,4.68,0.01,+0.21%,₱1.37M,295.00K,₱-936.10K,4.6,4.68,4.67,71
141,2024-05-07,4.67,0.00,0.00%,₱4.59M,991.00K,₱-1.35M,4.6,4.7,4.7,112
142,2024-05-06,4.67,-0.06,-1.27%,₱856.75K,183.00K,₱-70.28K,4.65,4.73,4.73,38
143,2024-05-03,4.73,0.00,0.00%,₱2.67M,566.00K,₱-915.10K,4.7,4.73,4.73,48
144,2024-05-02,4.73,0.06,+1.28%,₱1.08M,229.00K,₱-211.05K,4.68,4.73,4.68,18
145,2024-04-30,4.67,-0.04,-0.85%,₱5.99M,1.28M,₱-5.93M,4.67,4.71,4.7,75
146,2024-04-29,4.71,0.05,+1.07%,₱9.16M,1.97M,₱-1.22M,4.65,4.71,4.65,25
147,2024-04-26,4.66,-0.09,-1.89%,₱1.84M,395.00K,₱-1.60M,4.63,4.7,4.63,52
148,2024-04-25,4.75,0.00,0.00%,₱994.52K,210.00K,₱-241.17K,4.63,4.75,4.64,53
149,2024-04-24,4.75,0.07,+1.50%,₱289.65K,62.00K,₱0,4.62,4.75,4.66,21
150,2024-04-23,4.68,-0.07,-1.47%,₱2.97M,632.00K,₱-1.07M,4.64,4.8,4.65,140
151,2024-04-22,4.75,0.00,0.00%,₱2.23M,473.00K,₱-1.63M,4.68,4.77,4.75,107
152,2024-04-19,4.75,0.05,+1.06%,₱522.47K,111.00K,₱-132.22K,4.61,4.75,4.61,28
153,2024-04-18,4.7,0.00,0.00%,₱1.38M,294.00K,₱-808.09K,4.69,4.7,4.7,63
154,2024-04-17,4.7,-0.03,-0.63%,₱2.71M,579.00K,₱3.79K,4.61,4.72,4.65,116
155,2024-04-16,4.73,-0.05,-1.05%,₱1.34M,284.00K,₱-226.86K,4.69,4.75,4.73,70
156,2024-04-15,4.78,-0.09,-1.85%,₱544.81K,112.00K,₱-232.66K,4.78,4.89,4.88,23
157,2024-04-12,4.87,-0.08,-1.62%,₱4.55M,944.00K,₱-1.04M,4.75,4.95,4.95,88
158,2024-04-11,4.95,0.00,0.00%,₱4.35M,890.00K,₱-2.12M,4.81,4.95,4.91,174
159,2024-04-08,4.95,-0.04,-0.80%,₱1.03M,208.00K,₱-98.76K,4.92,5.0,5.0,29
160,2024-04-05,4.99,0.02,+0.40%,₱1.35M,271.00K,₱0,4.93,4.99,4.94,54
161,2024-04-04,4.97,-0.02,-0.40%,₱650.53K,131.00K,₱288.40K,4.9,4.99,4.99,14
162,2024-04-03,4.99,0.13,+2.67%,₱692.48K,140.00K,₱-49.94K,4.86,4.99,4.87,36
163,2024-04-02,4.86,-0.16,-3.19%,₱876.12K,179.90K,₱-124.45K,4.82,4.97,4.82,37
